Element,h_index,g_index,m_index,TC,NP,PY_start
KING WM,1,1,0.2,1,1,2019
KINGSFORD RT,1,1,0.167,9,1,2018
KIRK TA,1,1,0.111,13,1,2015
KIRSCH JE,1,1,0.1,16,1,2014
KITCHENER AC,1,1,0.125,12,1,2016
KITTUR SA,1,1,0.083,17,1,2012
KLEEMAN PM,1,1,0.5,1,1,2022
KNAPE J,1,1,0.167,15,1,2018
KNIGHT RL,1,1,0.1,32,1,2014
KOCH JB,1,1,0.25,19,1,2020
KOCH JC,1,2,0.125,26,2,2016
KOENIG WD,1,1,0.077,88,1,2011
KOIKE F,1,1,0.25,10,1,2020
KOIZUMI I,1,1,0.111,25,1,2015
KOKOLE M,1,1,0.5,3,1,2022
KOLOWSKI JM,1,1,0.333,16,1,2021
KOLSTROM R,1,1,0.167,4,1,2018
KOPER N,1,1,0.143,3,1,2017
KOSHIDA C,1,1,0.333,4,1,2021
KOTOWSKA D,1,1,0.167,15,1,2018
KOTZE R,1,1,0.5,3,1,2022
KPELLE DG,1,1,0.077,36,1,2011
KRAMER DL,1,1,0.067,10,1,2009
KREITZMAN M,1,1,0.5,1,1,2022
KREPSCHI VG,1,1,0.167,22,1,2018
KROFEL M,1,1,0.5,1,1,2022
KROSS CS,1,1,0.143,3,1,2017
KRUGER LM,1,1,0.2,11,1,2019
KRUPINSKI D,1,1,0.167,15,1,2018
KUHNS AR,1,1,0.091,38,1,2013
KULAVMODE AR,1,1,0.2,4,1,2019
KUMAR NS,1,1,0.083,38,1,2012
KUO RC,1,1,0.111,11,1,2015
KUTT A,1,1,0.111,30,1,2015
KWAK TJ,1,1,0.125,6,1,2016
KWON E,1,1,0.167,4,1,2018
LA HAYE MJJ,1,1,0.111,11,1,2015
LACHMAN GB,1,1,0.045,3047,1,2002
LADLE A,1,1,0.167,30,1,2018
LAFFERTY DJR,1,1,0.5,2,1,2022
LAHKAR D,1,1,0.333,7,1,2021
LAKER J,1,1,0.091,39,1,2013
LAMA ST,1,1,0.25,4,1,2020
LAMB JY,1,1,0.143,2,1,2017
LAMBIN X,1,2,0.091,16,2,2013
LAMOTHE KA,1,1,0.2,5,1,2019
LANDERS RH,1,1,0.143,21,1,2017
LANGELAND K,1,1,0.091,14,1,2013
LANGMORE N,1,1,0.2,1,1,2019
LANGTIMM CA,1,1,0.045,3047,1,2002
LAPOINTE NWR,1,1,0.167,9,1,2018
LARKIN DJ,1,1,0.111,15,1,2015
LARKIN JL,1,1,0.2,6,1,2019
LAROSE SH,1,1,0.5,2,1,2022
LASKE SM,1,1,0.125,26,1,2016
LASSOIE JP,1,1,0.1,21,1,2014
LAWSON CK,1,1,0.25,3,1,2020
LEBERG PL,1,1,0.25,2,1,2020
LEBRUN JJ,1,1,0.167,1,1,2018
LEE BPYH,1,1,0.333,1,1,2021
LEE DE,1,1,0.111,35,1,2015
LEFLORE E,1,1,0.5,3,1,2022
LEGARE ML,1,1,0.1,6,1,2014
LEHRER EW,1,1,0.25,12,1,2020
LEIGH DS,1,1,0.167,15,1,2018
LEIMGRUBER P,1,1,0.25,13,1,2020
LELE A,1,1,0.25,4,1,2020
LEPAGE C,1,1,0.25,1,1,2020
LEPARD CC,1,1,0.2,17,1,2019
LERCH MD,1,1,0.2,5,1,2019
LESLIE AJ,1,1,0.125,5,1,2016
LESTON LFV,1,1,0.143,3,1,2017
LEWIS C,1,1,0.5,1,1,2022
LEWIS TL,1,1,0.111,9,1,2015
LI HL,1,1,0.333,7,1,2021
LI JL,1,1,0.2,27,1,2019
LI S,1,1,0.167,20,1,2018
LI YH,1,1,0.5,1,1,2022
LI ZL,1,1,0.2,21,1,2019
LIETZ R,1,2,0.333,4,2,2021
LIM BTM,1,1,0.333,1,1,2021
LIM HY,1,1,0.5,1,1,2022
LIMA C,1,1,0.5,1,1,2022
LIMA KA,1,1,0.25,4,1,2020
LINDELL C,1,1,0.167,7,1,2018
LINDEMAN M,1,1,0.167,7,1,2018
LINK A,1,1,0.2,26,1,2019
LINNELL JDC,1,1,0.333,6,1,2021
LISKE-CLARK J,1,1,0.25,2,1,2020
LITUMA CM,1,1,0.125,13,1,2016
LIZCANO D,1,1,0.091,113,1,2013
LKHAGVAJAV P,1,1,0.333,4,1,2021
LKHAGVASUREN B,1,1,0.143,7,1,2017
LLANEZA L,1,1,0.125,10,1,2016
LLOYD JD,1,1,0.143,8,1,2017
LOAEZA DG,1,1,0.333,1,1,2021
LOAEZA SG,1,1,0.333,1,1,2021
LOEB SC,1,1,0.2,4,1,2019
LOGAN MK,1,1,0.125,6,1,2016
LOGGINS AA,1,1,0.2,11,1,2019
LOMAN ZG,1,1,0.167,8,1,2018
LONG RA,1,1,0.067,10,1,2009
LONGORIA MP,1,1,0.059,9,1,2007
LOO AHB,1,1,0.333,1,1,2021
LOPEZ NIG,1,1,0.333,1,1,2021
LOPEZ-BAO JV,1,1,0.125,10,1,2016
LOPEZ-IBORRA GM,1,1,0.2,1,1,2019
LOPRETE L,1,1,0.5,1,1,2022
LOUPPE V,1,1,0.333,5,1,2021
LOUW CJ,1,1,0.2,18,1,2019
LOVERIDGE R,1,1,0.2,1,1,2019
LOWE WH,1,1,0.067,39,1,2009
LOY RHY,1,1,0.333,1,1,2021
LOYN RH,1,1,0.111,30,1,2015
LUA HK,1,1,0.333,1,1,2021
LUCE CH,1,1,0.2,13,1,2019
LUCHERINI M,1,1,0.071,134,1,2010
LUISELLI L,1,1,0.056,43,1,2006
LUNDSTROM A,1,1,0.25,1,1,2020
LUNGHI E,1,1,0.167,53,1,2018
LUSK JJ,1,1,0.1,9,1,2014
LUTE AC,1,1,0.2,13,1,2019
LUUKKONEN DR,1,1,0.25,2,1,2020
LUZA AL,1,1,0.167,9,1,2018
LYNCH HJ,1,1,0.1,83,1,2014
LYONS JE,1,1,0.083,13,1,2012
LYVER PO,1,1,0.1,26,1,2014
MA KP,1,1,0.091,102,1,2013
MAC NALLY R,1,1,0.111,30,1,2015
MACCAFFERY M,1,1,0.5,1,1,2022
MACCHI L,1,1,0.25,16,1,2020
MACCLUSKIE MC,1,1,0.091,49,1,2013
MACDONALD MA,1,1,0.111,30,1,2015
MACFARLANE WW,1,1,0.111,30,1,2015
MACLEAN SA,1,1,0.167,10,1,2018
MACLENNAN S,1,1,0.25,8,1,2020
MACLEOD AC,1,1,0.083,10,1,2012
MACLEOD CJ,1,1,0.1,26,1,2014
MACPHERSON J,1,1,0.5,1,1,2022
MACVEAN SK,1,1,0.5,1,1,2022
MAERZ JC,1,1,0.167,15,1,2018
MAESTRI R,1,1,0.167,9,1,2018
MAFFIOLETTI C,1,1,0.125,10,1,2016
MAGALHAES A,1,1,0.5,1,1,2022
MAGEE PA,1,1,0.2,2,1,2019
MAGLE SB,1,1,0.25,12,1,2020
MAGNUSON ML,1,1,0.167,6,1,2018
MAGOUN AJ,1,1,0.167,4,1,2018
MAHARJAN R,1,1,0.2,12,1,2019
MAHER SP,1,1,0.2,3,1,2019
MAHMOOD T,1,1,0.25,4,1,2020
MAHONEY PJ,1,1,0.25,5,1,2020
MAHONY MJ,1,1,0.333,5,1,2021
MAHOOD SP,1,1,0.2,1,1,2019
MAIR L,1,1,0.25,1,1,2020
MAJANEVA MAM,1,1,0.5,1,1,2022
MALHOTRA R,1,1,0.333,1,1,2021
MAMMO S,1,1,0.333,1,1,2021
MANAKADAN R,1,1,0.2,4,1,2019
MANCHL SS,1,1,0.333,1,1,2021
MANGAN AO,1,1,0.2,1,1,2019
MANGIPANE BA,1,1,0.167,4,1,2018
MANICA M,1,1,0.2,7,1,2019
MANN GKH,1,1,0.333,6,1,2021
MANNAN S,1,1,0.167,2,1,2018
MANOLACHE S,1,1,0.2,7,1,2019
MANSONS J,1,1,0.333,2,1,2021
MAPHISA DH,1,1,0.2,6,1,2019
MARAGLIANO RE,1,1,0.25,8,1,2020
MARAS GA,1,1,0.111,41,1,2015
MARBOUTIN E,1,1,0.1,20,1,2014
MARESCOT L,1,1,0.25,9,1,2020
MARIN RMR,1,1,0.333,1,1,2021
MARINHO PH,1,1,0.167,12,1,2018
MARINI MA,1,1,0.2,6,1,2019
MARON M,1,1,0.111,30,1,2015
MARQUEZ R,1,1,0.25,1,1,2020
MARRA PM,1,1,0.111,13,1,2015
MARSHAL JP,1,1,0.2,18,1,2019
MARTA S,1,1,0.25,16,1,2020
MARTELL D,1,1,0.111,3,1,2015
MARTIN RW,1,1,0.167,9,1,2018
MARTIN ZP,1,1,0.167,3,1,2018
MARTINEZ JE,1,1,0.143,16,1,2017
MARTINEZ JZI,1,1,0.5,1,1,2022
MARTINEZ-MARTI C,1,1,0.125,15,1,2016
MARTINOLI A,1,1,0.333,3,2,2021
MARTINS DJ,1,1,0.25,13,1,2020
MARTINS Q,1,1,0.143,68,1,2017
MASENGA EH,1,1,0.25,8,1,2020
MASHIKO M,1,1,0.333,4,1,2021
MASSIE DL,1,1,0.333,4,1,2021
MASTRANGELO M,1,1,0.25,16,1,2020
MATA JM,1,1,0.25,16,1,2020
MATHAI J,1,1,0.167,2,1,2018
MATICA SZ,1,1,0.25,4,1,2020
MATTHEWS J,1,1,0.167,7,1,2018
MATTHEWS SM,1,1,0.143,21,1,2017
MATTSSON BJ,1,1,0.077,80,1,2011
MAUDE G,1,1,0.5,3,1,2022
MAURER BA,1,1,0.167,7,1,2018
MAY RF,1,1,0.25,8,1,2020
MAZZAMUTO MV,1,1,0.333,2,1,2021
MBISANA C,1,2,0.167,30,2,2018
MCANEY K,1,1,0.5,1,1,2022
MCCAIN CM,1,1,0.2,16,1,2019
MCCALL AH,1,1,0.5,1,1,2022
MCCARTHY JL,1,1,0.333,5,1,2021
MCCARTHY KP,1,1,0.333,5,1,2021
MCCARTHY MA,1,2,0.143,44,2,2017
MCCREARY B,1,2,0.2,14,2,2019
MCCUNE F,1,1,0.25,14,1,2020
MCDONALD Z,1,1,0.25,5,1,2020
MCFARLANE K,1,1,0.5,3,1,2022
MCINTYRE CL,1,1,0.091,49,1,2013
MCKELVEY K,1,1,0.2,13,1,2019
MCKERROW AJ,1,1,0.083,15,1,2012
MCLEOD MA,1,1,0.059,14,1,2007
MCNULTY S,1,1,0.333,2,1,2021
MCPHEE SR,1,1,0.167,7,1,2018
MEDDENS AJH,1,1,0.2,10,1,2019
MEIJAARD E,1,1,0.167,2,1,2018
MELERO Y,1,1,0.25,1,1,2020
MELLIN C,1,1,0.111,2,1,2015
MELOTTO A,1,1,0.167,53,1,2018
MENA JL,1,1,0.25,13,1,2020
MENDES CP,1,1,0.25,10,1,2020
MENESES LO,1,1,0.333,2,1,2021
MENKE S,1,1,0.25,10,1,2020
MICHAEL D,1,1,0.125,18,1,2016
MIDDLETON AD,1,1,0.333,1,1,2021
MIDLANE N,1,1,0.1,20,1,2014
MIDWAY SR,1,1,0.1,12,1,2014
MIDWOOD JD,1,1,0.167,9,1,2018
MIKUSINSKI G,1,1,0.333,5,1,2021
MILANOVICH JR,1,1,0.333,3,1,2021
MILLER DA,1,1,0.167,8,1,2018
MILLER TJ,1,1,0.2,16,1,2019
MILLS G,1,1,0.5,3,1,2022
MILNER RL,1,1,0.083,13,1,2012
MILNER-GULLAND EJ,1,1,0.25,13,1,2020
MILTON DA,1,1,0.2,5,1,2019
MIRANDA LE,1,1,0.25,4,1,2020
MIRITIS V,1,1,0.25,9,1,2020
MITAI K,1,1,0.167,14,1,2018
MITCHELL BR,1,1,0.067,10,1,2009
MITCHELL SL,1,1,0.333,4,1,2021
MJINGO EE,1,1,0.25,8,1,2020
MKASANGA IJ,1,1,0.143,3,1,2017
MOE K,1,1,0.333,2,1,2021
MOHD-AZLAN J,1,1,0.111,97,1,2015
MOHREN SR,1,1,0.167,6,1,2018
MOLINA FM,1,1,0.333,1,1,2021
MOLINA GM,1,1,0.333,1,1,2021
MOLINA UM,1,1,0.333,1,1,2021
MOLINA YM,1,1,0.333,1,1,2021
MOLLENHAUER R,1,2,0.143,13,2,2017
MONROE KD,1,1,0.143,5,1,2017
MONTALTI D,1,1,0.25,8,1,2020
MONTERROSO P,1,2,0.25,39,2,2020
MOORE JA,1,1,0.167,27,1,2018
MOORE JE,1,1,0.053,99,1,2005
MOORMAN CE,1,1,0.333,2,1,2021
MORAL RA,1,1,0.167,3,2,2018
MORALES J,1,1,0.167,13,1,2018
MORAPEDI M,1,1,0.5,3,1,2022
MOREIRA-ARCE D,1,1,0.333,2,1,2021
MORGAN BJT,1,1,0.2,29,1,2019
MORGAN S,1,1,0.5,3,1,2022
MORIARTY KM,1,1,0.111,13,1,2015
MORIN DJ,1,1,0.5,1,1,2022
MORREALE SJ,1,1,0.1,21,1,2014
MORRISON ML,1,1,0.2,2,1,2019
MORRISON SA,1,1,0.083,83,1,2012
MORTON DC,1,1,0.25,13,1,2020
MOS J,1,1,0.25,12,1,2020
MOSER AM,1,1,0.167,11,1,2018
MOSLEY CB,1,1,0.5,1,1,2022
MOTTE G,1,1,0.2,48,1,2019
MOU P,1,1,0.2,21,1,2019
MOUGEOT F,1,1,0.333,6,1,2021
MOURGUIART B,1,1,0.333,2,1,2021
MOYA S,1,1,0.5,1,1,2022
MUKHERJEE T,1,1,0.5,1,1,2022
MUNOZ A,1,1,0.333,3,1,2021
MUNOZ-IGUALADA J,1,1,0.125,10,1,2016
MURAO R,1,1,0.167,14,1,2018
MURDOCH JD,1,1,0.143,7,1,2017
MURILLO O,1,1,0.333,6,1,2021
MURILLO-GARCIA OE,1,1,0.333,1,1,2021
MURRAY F,1,1,0.25,16,1,2020
MURRAY MH,1,1,0.25,12,1,2020
MURRAY NJ,1,1,0.2,5,1,2019
MURRY BA,1,1,0.25,4,1,2020
MWAURA A,1,1,0.5,1,1,2022
NADER CE,1,1,0.091,11,1,2013
NAFUS MG,1,1,0.25,2,1,2020
NAGY C,1,1,0.5,2,1,2022
NAGY-REIS MB,1,1,0.143,14,1,2017
NAING H,1,1,0.333,2,1,2021
NAMEER PO,1,1,0.5,1,1,2022
NANNI V,1,1,0.167,53,1,2018
NARANGO DL,1,1,0.143,73,1,2017
NAREFF GE,1,1,0.2,6,1,2019
NAVA M,1,1,0.2,1,1,2019
NAVEDA-RODRIGUEZ A,1,1,0.25,1,1,2020
NAWAZ MA,1,1,0.1,66,1,2014
NAZIR R,1,1,0.25,4,1,2020
NEGROES N,1,1,0.25,1,1,2020
NEL HP,1,1,0.2,18,1,2019
NEL R,1,1,0.125,6,1,2016
NEUBAUER G,1,1,0.091,2,2,2013
NEVILLE HM,1,1,0.2,13,1,2019
NEWBOLD T,1,1,0.25,20,1,2020
NEWKIRK ES,1,1,0.167,10,1,2018
NEWMAN RA,1,1,0.125,4,1,2016
NEWTON DS,1,1,0.2,9,1,2019
NG K,1,1,0.111,9,1,2015
NG ST,1,1,0.5,1,1,2022
NGAKA K,1,1,0.5,3,1,2022
NGATIA DK,1,1,0.5,1,1,2022
NGENE S,1,1,0.5,1,1,2022
NGOPRASERT D,1,1,0.25,2,1,2020
NGUYEN HT,1,1,0.25,1,1,2020
NICHOLAS AC,1,1,0.25,19,1,2020
NICHOLS RB,1,1,0.125,6,1,2016
NICHOLSON KL,1,1,0.1,6,1,2014
NICKLEN EF,1,1,0.091,44,1,2013
NIEJALKE D,1,1,0.048,539,1,2003
NIENOW SS,1,1,0.333,1,1,2021
NIMMO DG,1,1,0.2,7,1,2019
NIYIGABA P,1,1,0.25,24,1,2020
NOON BR,1,1,0.143,5,1,2017
NORAMBUENA K,1,1,0.333,2,1,2021
NORDEN J,1,1,0.25,1,1,2020
NORDENSTEN NJ,1,1,0.167,6,1,2018
NORKKO A,1,1,0.111,10,1,2015
NORKKO J,1,1,0.111,10,1,2015
NORMANDIN E,1,1,0.25,14,1,2020
NORTON RA,1,1,0.25,4,1,2020
NORVELL RE,1,1,0.048,106,1,2003
NOSS RF,1,1,0.2,11,1,2019
NOVAGA R,1,1,0.5,1,1,2022
NOVARO AJ,1,1,0.111,6,1,2015
NOWAK C,1,1,0.167,10,1,2018
NUNEZ-REGUEIRO MM,1,1,0.111,41,1,2015
NYE JA,1,1,0.2,16,1,2019
NYSEWANDER DR,1,1,0.083,13,1,2012
O'BRIEN DJ,1,1,0.333,4,1,2021
O'BRIEN T,1,1,0.25,1,2,2020
O'DONNELL L,1,1,0.125,17,1,2016
O'HARA RB,1,1,0.083,5,1,2012
O'LEARY CA,1,1,0.2,16,1,2019
O'RIAIN M,1,1,0.1,20,1,2014
OAKLEAF RJ,1,1,0.143,5,1,2017
OBLOZA P,1,1,0.167,15,1,2018
OCOCK JF,1,1,0.167,9,1,2018
ODDEN J,1,1,0.333,6,1,2021
ODONJAVKHLAN C,1,1,0.333,4,1,2021
OFTEN A,1,1,0.5,1,1,2022
OGURCAK D,1,1,0.083,7,1,2012
OGUTU JO,1,1,0.25,13,1,2020
OJA E,1,2,0.333,6,2,2021
OJWANG GO,1,1,0.25,13,1,2020
OKES NC,1,1,0.143,6,1,2017
OLEY J,1,1,0.333,16,1,2021
OLIVER DL,1,1,0.111,30,1,2015
OLIVER K,1,1,0.25,2,1,2020
OLIVIER A,1,1,0.083,34,1,2012
OLMOS M,1,1,0.167,32,1,2018
OLNAOS M,1,1,0.25,13,1,2020
OLSON LE,1,1,0.143,5,1,2017
ONETO F,1,1,0.2,13,1,2019
ONO S,1,1,0.111,25,1,2015
ORIOLI V,1,1,0.333,1,1,2021
ORTEGA J,1,1,0.25,13,1,2020
ORTEGA-ALVAREZ R,1,1,0.333,1,1,2021
OTT JR,1,1,0.083,24,1,2012
OTTO CRV,1,1,0.091,27,1,2013
OUSTERHOUT BH,1,1,0.1,29,1,2014
OUTHWAITE CL,1,1,0.167,30,1,2018
OWENS AK,1,1,0.5,1,1,2022
OZGUL A,1,1,0.143,7,1,2017
PACHECO-ESQUIVEL J,1,1,0.25,13,1,2020
PACHOMSKI A,1,1,0.333,2,1,2021
PACZKOWSKI J,1,1,0.125,9,1,2016
PADDING PI,1,1,0.25,1,1,2020
PAIRMAN D,1,1,0.1,26,1,2014
PAL S,1,1,0.25,3,1,2020
PALACIO FX,1,1,0.25,8,1,2020
PALACIOS V,1,1,0.125,10,1,2016
PALAZON JA,1,1,0.125,15,1,2016
PALAZON S,1,1,0.25,1,1,2020
PANDOLFO TJ,1,1,0.125,6,1,2016
PANGAU-ADAM MZ,1,1,0.2,1,1,2019
PANTHI S,1,1,0.143,20,1,2017
PAOLINO RM,1,1,0.167,22,1,2018
PARDO JM,1,1,0.5,1,1,2022
PARKER DM,1,1,0.333,6,1,2021
PARKER KA,1,1,0.25,3,1,2020
PARRIS K,1,1,0.048,539,1,2003
PARRISH JR,1,1,0.048,106,1,2003
PARSONS B,1,1,0.333,4,1,2021
PART T,1,1,0.167,15,1,2018
PASQUALOTTO N,1,1,0.167,22,1,2018
PASTOR P,1,1,0.25,13,1,2020
PATANKAR V,1,1,0.091,20,1,2013
PATEL P,1,1,0.25,3,1,2020
PATEL S,1,1,0.333,1,1,2021
PATERSON JT,1,1,0.25,5,1,2020
PATTEN KA,1,1,0.167,9,1,2018
PAUDEL RP,1,1,0.5,2,1,2022
PAULI BP,1,1,0.143,8,1,2017
PAULI JN,1,1,0.333,1,1,2021
PAULIOS AT,1,1,0.111,15,1,2015
PAVIOLO A,1,2,0.143,69,2,2017
PAVLACKY DL,1,1,0.25,6,1,2020
PAWAR UR,1,1,0.333,3,1,2021
PAXTON EH,1,1,0.143,4,1,2017
PAYAN E,1,1,0.2,26,1,2019
PE'ER G,1,1,0.125,18,1,2016
PEABOTUWAGE I,1,1,0.2,5,1,2019
PEACH MA,1,1,0.143,10,1,2017
PEACOCK MM,1,1,0.2,13,1,2019
PEARL CA,1,2,0.2,14,2,2019
PEELE AM,1,1,0.111,13,1,2015
PEERY MZ,1,1,0.25,9,1,2020
PENDERGAST ME,1,1,0.5,1,1,2022
PENNATI R,1,1,0.167,53,1,2018
PEOPLES BK,1,1,0.077,27,1,2011
PEQUENO PACL,1,1,0.25,4,1,2020
PEREIRA JMC,1,1,0.333,5,1,2021
PEREIRA S,1,1,0.167,32,1,2018
PEREZ-HERNANDEZ CG,1,1,0.333,2,1,2021
PERILLO J,1,1,0.333,4,1,2021
PEROTTO-BALDIVIESO HL,1,1,0.25,16,1,2020
PERRY RW,1,1,0.1,17,1,2014
PETERS VE,1,1,0.071,26,1,2010
PETITPAS R,1,1,0.091,39,1,2013
PETRUS A,1,2,0.333,4,2,2021
PETZOLD F,1,1,0.333,17,1,2021
PFEIFER M,1,1,0.143,55,1,2017
PFEIFFER S,1,1,0.083,5,1,2012
PHILIPS A,1,1,0.111,4,1,2015
PHOONJAMPA R,1,1,0.25,9,1,2020
PHUMANEE W,1,1,0.25,9,1,2020
PIAS KE,1,1,0.143,4,1,2017
PICHORIM M,1,1,0.2,6,1,2019
PIERCE D,1,1,0.333,4,1,2021
PIERCE NE,1,1,0.5,1,1,2022
PINE WE,1,1,0.25,24,1,2020
PINHEIRO MS,1,1,0.25,20,1,2020
PIQUER-RODRIGUEZ M,1,1,0.25,16,1,2020
PIRY S,1,1,0.111,36,1,2015
PISANU B,1,1,0.333,5,1,2021
PITMAN J,1,1,0.125,17,1,2016
PITMAN RT,1,1,0.333,6,1,2021
PIZZIO E,1,1,0.5,1,1,2022
PLATTNER M,1,1,0.091,102,1,2013
PLUMIER E,1,1,0.5,1,1,2022
POLEY LG,1,1,0.167,4,1,2018
POLLOCK KH,1,1,0.111,10,1,2015
PONCIANO JM,1,1,0.167,22,1,2018
POP MI,1,1,0.143,13,1,2017
PORTISS R,1,1,0.167,9,1,2018
POSSINGHAM HP,1,1,0.048,539,1,2003
POST VAN DER BURG M,1,1,0.077,10,1,2011
POTTER DS,1,1,0.25,4,1,2020
POWELL GVN,1,1,0.111,113,1,2015
POWELL LA,1,1,0.1,9,1,2014
POWNEY GD,1,1,0.167,30,1,2018
PRABHU M,1,1,0.25,3,1,2020
PRANGE S,1,1,0.167,11,1,2018
PRAVEEN J,1,1,0.5,1,1,2022
PREATONI DG,1,1,0.333,3,2,2021
PREMEAUX AR,1,1,0.25,2,1,2020
PRESCOTT GW,1,1,0.111,50,1,2015
PRESCOTT T,1,1,0.2,29,1,2019
PRESTON DL,1,1,0.5,1,1,2022
PREUSS TS,1,1,0.2,2,1,2019
PREVEDELLO JA,1,1,0.167,22,1,2018
PRICE SJ,1,1,0.25,8,1,2020
PRINGLE CM,1,1,0.167,15,1,2018
PRINS MD,1,1,0.2,48,1,2019
PRIOL P,1,1,0.1,21,1,2014
PROUST N,1,1,0.5,3,1,2022
PROWSE TAA,1,1,0.111,2,1,2015
PRUNIER F,1,1,0.2,48,1,2019
PRYKE JS,1,1,0.25,7,1,2020
PUENTE-ROLON AR,1,1,0.143,5,1,2017
PURWANDANA D,1,1,0.091,28,1,2013
PYWELL RF,1,1,0.125,269,1,2016
QUALLS CP,1,1,0.143,2,1,2017
QUAN RC,1,1,0.25,6,1,2020
QUIGLEY H,1,1,0.167,32,1,2018
QUINONES-GUERRERO A,1,1,0.2,26,1,2019
RABELO RM,1,1,0.2,12,1,2019
RADVAN M,1,1,0.5,1,1,2022
RAHMAN HA,1,1,0.333,5,1,2021
RAINBOLT RE,1,1,0.071,99,1,2010
RAMIERE J,1,1,0.1,21,1,2014
RAMIREZ-CRUZ GA,1,2,0.2,6,2,2019
RAMIREZ-PARADA T,1,1,0.25,5,1,2020
RANDALL G,1,1,0.5,1,1,2022
RANSOM JI,1,1,0.25,9,1,2020
RAPACCIUOLO G,1,1,0.143,13,1,2017
RAPPAPORT DI,1,1,0.25,13,1,2020
RATHORE D,1,1,0.333,3,1,2021
RAVESI MJ,1,1,0.167,27,1,2018
RAWSON BM,1,1,0.25,1,1,2020
RAY JC,1,1,0.167,4,1,2018
READ DS,1,1,0.2,27,1,2019
READING RP,1,1,0.143,7,1,2017
REED ET,1,1,0.5,2,1,2022
REED SE,1,1,0.1,32,1,2014
REICH BJ,1,1,0.143,5,1,2017
REICHMAN A,1,1,0.25,1,1,2020
REID J,1,1,0.125,34,1,2016
REID SM,1,1,0.143,12,1,2017
REIDY JL,1,1,0.125,17,1,2016
REIGADA C,1,1,0.167,3,1,2018
REINAGA A,1,1,0.25,1,1,2020
REINERS TE,1,1,0.167,10,1,2018
REN Y,1,1,0.1,17,1,2014
RENDALL AR,1,2,0.25,10,2,2020
RENNER SC,1,1,0.083,5,1,2012
REPPUCCI J,1,1,0.071,134,1,2010
RESH VH,1,1,0.143,13,1,2017
RIBEIRO JW,1,1,0.167,23,1,2018
RIBEIRO MC,1,1,0.143,14,1,2017
RICE KG,1,1,0.083,7,1,2012
RICE RA,1,1,0.5,2,1,2022
RICH M,1,1,0.167,11,1,2018
RICHARDSON LL,1,1,0.25,19,1,2020
RICHARDSON TW,1,1,0.125,35,1,2016
RICHTER SC,1,1,0.25,8,1,2020
RIDGWAY MS,1,1,0.167,13,1,2018
RIEGEL JK,1,1,0.125,20,1,2016
RIFFELL SK,1,1,0.167,8,1,2018
RILEY JW,1,1,0.143,27,1,2017
RILEY SPD,1,1,0.333,4,1,2021
RINEHART KA,1,1,0.067,10,1,2009
RIVAS LF,1,1,0.111,6,1,2015
RIVERA-MILAN FF,1,1,0.2,1,1,2019
RIVERO J,1,1,0.25,13,1,2020
ROACH MC,1,1,0.5,2,1,2022
ROACH NS,1,1,0.111,17,1,2015
ROBERTS AJ,1,1,0.25,1,1,2020
ROBERTS LJ,1,1,0.111,14,1,2015
ROBIN VV,1,1,0.25,4,1,2020
ROBINO F,1,1,0.5,1,1,2022
ROBINSON D,1,1,0.111,30,1,2015
ROBINSON N,1,1,0.167,32,1,2018
ROBINSON NP,1,1,0.143,68,1,2017
ROBLEDANO F,1,1,0.2,7,1,2019
ROBLES RV,1,1,0.333,1,1,2021
ROCHESTER CJ,1,1,0.333,4,1,2021
ROCHFORD M,1,1,0.083,7,1,2012
RODE B,1,1,0.143,12,1,2017
RODEL MO,1,2,0.333,6,2,2021
RODEWALD AD,1,1,0.143,2,1,2017
RODRIGUES FHG,1,1,0.25,7,1,2020
RODRIGUES TF,1,1,0.167,22,1,2018
RODRIGUEZ RM,1,1,0.2,41,1,2019
ROHDE AT,1,1,0.25,19,1,2020
ROHRBAUGH RW,1,1,0.143,2,1,2017
ROHRER J,1,1,0.25,9,1,2020
ROJAS-MURCIA LE,1,1,0.111,50,1,2015
ROLAND CA,1,1,0.091,44,1,2013
ROMANO A,1,2,0.25,11,2,2020
ROODBAL M,1,1,0.5,3,1,2022
RORABAUGH J,1,2,0.143,21,2,2017
ROSA G,1,1,0.5,1,2,2022
ROSA R,1,1,0.2,7,1,2019
ROSALINO LM,1,1,0.5,1,1,2022
ROSE JP,1,1,0.5,1,1,2022
ROSENBERG KV,1,1,0.143,2,1,2017
ROSENBERGER AE,1,1,0.125,26,1,2016
ROSENLUND H,1,1,0.125,18,1,2016
ROSENSTOCK SS,1,1,0.091,8,1,2013
ROSKAFT E,1,1,0.25,8,1,2020
ROSS BE,1,1,0.125,17,1,2016
ROSSMAN S,1,1,0.125,34,1,2016
ROTH T,1,1,0.071,13,1,2010
ROWE DB,1,1,0.111,13,1,2015
ROWE JC,1,2,0.2,14,2,2019
ROWINSKI P,1,1,0.5,1,1,2022
ROY C,1,1,0.5,2,1,2022
ROY DB,1,1,0.125,269,1,2016
ROZYLOWICZ L,1,1,0.2,7,1,2019
RUHL PJ,1,1,0.125,20,1,2016
RUIZ J,1,1,0.167,13,1,2018
RUSH SA,1,2,0.167,8,2,2018
RUSSELL RE,1,1,0.125,35,1,2016
RUSTIGIAN-ROMSOS HL,1,1,0.111,13,1,2015
RUTHRAUFF DR,1,1,0.167,4,1,2018
RUTLEDGE BA,1,1,0.167,3,1,2018
RYAN GE,1,1,0.2,1,1,2019
