Id,Label,Name,number.links,total.link.strength,documents,citations,degree,n.betweeness
1876,"reed, eric t.",,2,2,1,2,2,0
1896,"ribic, christine a.",,2,2,1,0,2,0
1905,"ridgway, mark s.",,2,2,1,13,2,0
1918,"roach, melissa c.",,2,2,1,2,2,0
1951,"roland, carl a.",,2,2,1,44,2,0
1961,"rose, jonathan p.",,2,2,1,0,2,0
1980,"roy, christian",,2,2,1,2,2,0
1998,"saha, goutam kumar",,2,2,1,0,2,0
2019,"saracco, james f.",,2,2,1,41,2,0
2023,"sauder, joel d.",,2,2,1,6,2,0
2096,"sherub, sherub",,2,2,1,2,2,0
2100,"shokirov, qobiljon",,2,2,1,0,2,0
2114,"silva, tammy l.",,2,2,1,2,2,0
2125,"skerratt, lee f.",,2,2,1,4,2,0
2129,"smit-robinson, hanneline",,2,2,1,6,2,0
2140,"snell taylor, sara",,2,2,1,9,2,0
2208,"sun, ping",,2,2,1,1,2,0
2234,"tallamy, douglas w.",,2,2,1,72,2,0
2241,"teets, katherine d.",,2,2,1,4,2,0
2268,"thompson, f. r., iii",,2,2,1,63,2,0
2292,"townsend, susan e.",,2,2,1,0,2,0
2293,"tozer, douglas c.",,2,2,1,15,2,0
2297,"tremblay, jean-pierre",,2,2,1,0,2,0
2300,"truan, melanie l.",,2,2,1,10,2,0
2314,"umbanhowar, james",,2,2,1,9,2,0
2315,"umuntunundi, prosper",,2,2,1,1,2,0
2318,"utreras b, victor",,2,2,1,1,2,0
2321,"valanko, sebastian",,2,2,1,10,2,0
2327,"valles, henri",,2,2,1,10,2,0
2338,"van swaay, chris a. m.",,2,2,1,236,2,0
2348,"vargas-castillo, alfredo",,2,2,1,1,2,0
2373,"vindstad, ole petter laksforsmo",,2,2,1,5,2,0
2378,"volpe, john p.",,2,2,1,10,2,0
2415,"webber, alyson f.",,2,2,1,31,2,0
2434,"wheatley, matthew",,2,2,1,17,2,0
2448,"wiley, david n.",,2,2,1,2,2,0
2461,"willson, j. d.",,2,2,1,22,2,0
2465,"wilson, scott",,2,2,1,1,2,0
2471,"winne, c. t.",,2,2,1,22,2,0
2486,"woodford, luke p.",,2,2,1,14,2,0
2487,"woodgate, zoe",,2,2,1,1,2,0
2492,"wronski, torsten",,2,2,1,1,2,0
2519,"zapata-rios, galo",,2,2,1,1,2,0
2537,"zollner, patrick a.",,2,2,1,8,2,0
2541,"zulian, viviane",,2,2,1,9,2,0
30,"alexander, bradley w.",,1,1,1,10,1,0
49,"amrhein, valentin",,1,1,1,13,1,0
55,"andersen, erik m.",,1,1,1,16,1,0
92,"ausband, david e.",,1,1,1,0,1,0
147,"beasley, emily m.",,1,1,1,3,1,0
211,"blanco, cristina m.",,1,1,1,3,1,0
235,"bond, monica l.",,1,1,1,35,1,0
246,"bortolotti, gr",,1,1,1,17,1,0
257,"bradbury, steve",,1,1,1,25,1,0
308,"burnett, ryan d.",,1,1,1,14,1,0
359,"castleberry, steven b.",,1,1,1,19,1,0
398,"clement, matthew j.",,1,1,1,19,1,0
471,"crosby, andrew d.",,1,1,1,3,1,0
478,"cumming, graeme s.",,1,1,1,1,1,0
489,"da costa, cintia fernanda",,1,1,1,0,1,0
491,"dail, d.",,1,2,2,253,1,0
494,"danielson, brent j.",,1,1,1,3,1,0
510,"dawson, rd",,1,1,1,17,1,0
525,"deepak, v.",,1,1,1,1,1,0
541,"dertien, jeremy s.",,1,1,1,0,1,0
561,"diefenbach, duane r.",,1,1,1,8,1,0
591,"driscoll, don a.",,1,1,1,9,1,0
601,"duckworth, gregory d.",,1,1,1,7,1,0
637,"erickson, kelley d.",,1,1,1,11,1,0
653,"falcy, matthew r.",,1,1,1,3,1,0
735,"frimpong, emmanuel a.",,1,1,1,27,1,0
757,"gamez, siria",,1,1,1,5,1,0
759,"gantchoff, m. g.",,1,1,1,11,1,0
770,"garrie, jorista",,1,1,1,3,1,0
871,"gustafson, kyle d.",,1,1,1,4,1,0
902,"harris, scott h.",,1,1,1,6,1,0
916,"haxton, t. j.",,1,1,1,12,1,0
933,"henry, dominic a. w.",,1,1,1,1,1,0
936,"hepp, gary r.",,1,1,1,10,1,0
998,"hubbell, stephen p.",,1,1,1,18,1,0
1120,"kellner, james r.",,1,1,1,18,1,0
1159,"kirsch, joseph e.",,1,1,1,16,1,0
1162,"kittur, swati a.",,1,1,1,17,1,0
1167,"knutson, melinda g.",,1,1,1,54,1,0
1177,"koper, nicola",,1,1,1,3,1,0
1189,"krohner, jessica m.",,1,1,1,0,1,0
1237,"lee, derek e.",,1,1,1,35,1,0
1252,"leston, lionel f. v.",,1,1,1,3,1,0
1281,"lituma, christopher m.",,1,1,1,13,1,0
1286,"lloyd, john d.",,1,1,1,8,1,0
1295,"longoria, meredith p.",,1,1,1,9,1,0
1346,"madsen, l.",,1,2,2,253,1,0
1357,"maher, sean p.",,1,1,1,3,1,0
1443,"mccain, christy m.",,1,1,1,16,1,0
1453,"mcgrann, michael c.",,1,2,2,31,1,0
1482,"midway, stephen r.",,1,1,1,12,1,0
1521,"moore, j. e.",,1,1,1,99,1,0
1543,"mos, jeroen",,1,1,1,12,1,0
1599,"newman, robert a.",,1,1,1,4,1,0
1601,"ng, katherina",,1,1,1,9,1,0
1666,"okes, nicola c.",,1,1,1,6,1,0
1699,"padilla, benjamin j.",,1,1,1,0,1,0
1709,"pangau-adam, margaretha z.",,1,1,1,1,1,0
1756,"peoples, brandon k.",,1,1,1,27,1,0
1759,"pereira, maria joao ramos",,1,1,1,0,1,0
1883,"reid, s. m.",,1,1,1,12,1,0
1919,"roach, nicolette s.",,1,1,1,17,1,0
1922,"roberts, l. jay",,1,1,1,14,1,0
1938,"rodger, anthony w.",,1,1,1,0,1,0
1966,"rosenstock, steven s.",,1,1,1,8,1,0
1974,"roth, tobias",,1,1,1,13,1,0
2111,"sikora, arkadiusz",,1,1,1,0,1,0
2130,"smith, adam b.",,1,1,1,11,1,0
2137,"smith, matthew m.",,1,1,1,10,1,0
2168,"starks, trevor a.",,1,1,1,0,1,0
2172,"steidl, robert j.",,1,1,1,16,1,0
2211,"sundar, k. s. gopi",,1,1,1,17,1,0
2227,"szewczyk, tim m.",,1,1,1,16,1,0
2246,"tempel, douglas j.",,1,1,1,47,1,0
2263,"thogmartin, wayne e.",,1,1,2,64,1,0
2285,"tolliver, james d. m.",,1,1,1,0,1,0
2352,"vasudevan, karthikeyan",,1,1,1,1,1,0
2536,"zobell, vanessa m.",,1,1,1,1,1,0
792,"gibson, lesley a.",,0,0,1,12,0,0
1290,"logan, mary kotschwar",,0,0,1,6,0,0
1312,"luiselli, luca",,0,0,1,43,0,0
2417,"wedderburn, scotte d.",,0,0,1,6,0,0
