"Element","h_index","g_index","m_index","TC","NP","PY_start"
"ROYLE JA","16","19","0.696","4773","19","2002"
"NICHOLS JD","10","10","0.435","5501","10","2002"
"ZIPKIN EF","10","13","0.625","588","13","2009"
"KÉRY M","9","12","0.500","818","12","2007"
"FURNAS BJ","8","10","0.800","204","10","2015"
"HINES JE","8","9","0.364","1803","9","2003"
"MILLER DAW","8","9","0.615","390","9","2012"
"BAILEY LL","7","7","0.333","1122","7","2004"
"MACDONALD DW","7","8","0.538","193","8","2012"
"SIEGEL RB","7","7","0.500","144","7","2011"
"GARDNER B","6","7","0.375","466","7","2009"
"MACKENZIE DI","6","7","0.261","5099","7","2002"
"MCSHEA WJ","6","8","0.667","271","8","2016"
"ALTWEGG R","5","5","0.417","83","5","2013"
"CALVO JF","5","5","0.556","57","5","2016"
"GRANT EHC","5","6","0.294","519","6","2008"
"HOSSACK BR","5","5","0.500","118","5","2015"
"KELLY MJ","5","6","0.455","257","6","2014"
"KROLL AJ","5","5","0.333","96","5","2010"
"LUKACS PM","5","5","0.385","155","5","2012"
"MILLSPAUGH JJ","5","5","0.556","225","5","2016"
"ROLOFF GJ","5","5","0.385","119","5","2012"
"ROTA CT","5","7","0.313","490","7","2009"
"TINGLEY MW","5","6","0.556","97","6","2016"
"BELANT JL","4","6","0.400","49","6","2015"
"BETTS MG","4","4","0.250","280","4","2009"
"BLED F","4","6","0.286","157","6","2011"
"BRASHARES JS","4","4","0.286","165","4","2011"
"CARBONE C","4","4","0.500","138","4","2017"
"CHANDLER RB","4","4","0.286","411","4","2011"
"COLLAZO JA","4","6","0.308","58","6","2012"
"DREITZ VJ","4","4","0.500","32","4","2017"
"FARRIS ZJ","4","4","0.364","151","4","2014"
"FERRAZ G","4","4","0.333","82","4","2013"
"FISHER JT","4","4","0.364","67","4","2014"
"FLETCHER RJ","4","5","0.250","334","5","2009"
"GIMENEZ O","4","4","0.364","78","4","2014"
"IRVINE KM","4","4","0.400","96","4","2015"
"ISAAC NJB","4","4","0.444","727","4","2016"
"LEE MB","4","6","0.364","96","6","2014"
"MORTELLITI A","4","5","0.333","75","5","2013"
"MUTHS E","4","4","0.400","121","4","2015"
"NIELSEN CK","4","5","0.400","157","5","2015"
"PARSONS AW","4","4","0.444","209","4","2016"
"PAVLACKY DC","4","4","0.308","97","4","2012"
"PENJOR U","4","4","1.000","44","4","2021"
"POPESCU VD","4","5","0.500","43","5","2017"
"RICH LN","4","4","0.444","209","4","2016"
"RODHOUSE TJ","4","4","0.400","90","4","2015"
"ROVERO F","4","5","0.667","68","5","2019"
"SCHAUBER EM","4","4","0.400","155","4","2015"
"SCHMIDT JH","4","6","0.286","127","6","2011"
"VAN STRIEN AJ","4","4","0.267","387","4","2010"
"WILKERSON RL","4","4","0.286","116","4","2011"
"YAMAURA Y","4","5","0.286","109","5","2011"
"BALDWIN RF","3","4","0.273","31","4","2014"
"BEYER DE","3","4","0.300","51","4","2015"
"BREININGER DR","3","3","0.273","19","3","2014"
"BROEKHUIS F","3","4","0.600","27","4","2020"
"COHEN JB","3","3","0.375","61","3","2017"
"COLE JS","3","3","0.500","28","3","2019"
"COLLEN B","3","3","0.375","70","3","2017"
"COSTA A","3","4","0.500","32","4","2019"
"DECARRE J","3","3","0.500","59","3","2019"
"DOWNS CT","3","3","0.273","60","3","2014"
"DUGGER KM","3","3","0.214","79","3","2011"
"FICETOLA GF","3","6","0.429","89","6","2018"
"FIDINO M","3","3","0.600","80","3","2020"
"FLEISHMAN E","3","4","0.375","18","4","2017"
"FRAIR JL","3","3","0.375","61","3","2017"
"GALLO T","3","4","0.429","78","4","2018"
"GIOVANINI J","3","3","0.231","44","3","2012"
"GOIJMAN AP","3","4","0.300","61","4","2015"
"GREEN AM","3","4","0.750","33","4","2021"
"GREEN AW","3","3","0.250","58","3","2013"
"GUTIÉRREZ RJ","3","3","0.167","210","3","2007"
"HART KM","3","3","0.231","44","3","2012"
"HELLGREN EC","3","3","0.300","151","3","2015"
"HOMYACK JA","3","3","0.273","31","3","2014"
"HOOTEN MB","3","3","0.250","68","3","2013"
"IVAN JS","3","3","0.429","31","3","2018"
"JANOUSEK WM","3","3","0.500","40","3","2019"
"JIMÉNEZ-FRANCO MV","3","3","0.333","42","3","2016"
"JONES JE","3","3","0.231","44","3","2012"
"KARANTH KU","3","3","0.231","89","3","2012"
"KARPANTY SM","3","3","0.273","54","3","2014"
"KAYS RW","3","3","0.333","158","3","2016"
"KELLNER KF","3","3","0.333","32","3","2016"
"KUEMMERLE T","3","3","0.500","59","3","2019"
"LATIF QS","3","5","0.231","39","5","2012"
"LEHRER EW","3","3","0.600","80","3","2020"
"LESMEISTER DB","3","3","0.300","151","3","2015"
"LINDBERG MS","3","3","0.214","37","3","2011"
"LINDEN DW","3","3","0.231","63","3","2012"
"MADHUSUDAN MD","3","3","0.214","85","3","2011"
"MAGLE SB","3","3","0.600","80","3","2020"
"MAJOR RE","3","3","0.300","41","3","2015"
"MANENTI R","3","4","0.429","87","4","2018"
"MARRA PP","3","3","0.375","104","3","2017"
"MAZEROLLE MJ","3","4","0.273","50","4","2014"
"MCCLEERY RA","3","3","0.375","37","3","2017"
"MOLL RJ","3","3","0.500","48","3","2019"
"MONTGOMERY RA","3","3","0.333","60","3","2016"
"MURRAY MH","3","3","0.600","80","3","2020"
"OBEROSLER V","3","3","0.600","39","3","2020"
"PETERMAN WE","3","4","0.250","78","4","2013"
"PETERSON JT","3","4","0.273","51","4","2014"
"PETRACCA LS","3","3","0.429","56","3","2018"
"PILLAY R","3","3","0.214","85","3","2011"
"RAMESH T","3","3","0.273","60","3","2014"
"ROBINSON HS","3","3","0.273","159","3","2014"
"SALVIDIO S","3","4","0.500","32","4","2019"
"SAUER JR","3","3","0.130","255","3","2002"
"SCHMIDT BR","3","4","0.150","178","4","2005"
"SEMLITSCH RD","3","3","0.273","115","3","2014"
"SEMPER-PASCUAL A","3","4","0.500","61","4","2019"
"SHEA CP","3","3","0.300","22","3","2015"
"SILLETT TS","3","4","0.231","116","4","2012"
"SOLLMANN R","3","6","0.231","88","6","2012"
"STEENWEG R","3","3","0.375","136","3","2017"
"STOLEN ED","3","3","0.273","19","3","2014"
"SUTHERLAND C","3","6","0.250","45","6","2013"
"SWIHART RK","3","4","0.150","146","4","2005"
"TENAN S","3","3","0.333","44","3","2016"
"TERMAAT T","3","3","0.200","374","3","2010"
"THOMPSON FR","3","5","0.273","104","5","2014"
"TRUEX RL","3","3","0.429","34","3","2018"
"WADDLE JH","3","6","0.250","42","6","2013"
"WALLS SC","3","3","0.273","54","3","2014"
"WILLSON JD","3","3","0.250","38","3","2013"
"WILTING A","3","4","0.429","19","5","2018"
"WILTON CM","3","3","0.333","31","3","2016"
"ABRAMS JF","2","3","0.500","11","3","2021"
"ACHARYA KP","2","2","0.250","29","2","2017"
"AHLERS AA","2","3","0.286","67","3","2018"
"AHMAD B","2","2","0.500","6","2","2021"
"AHUMADA JA","2","3","0.167","130","3","2013"
"ALLEN ML","2","2","0.667","7","2","2022"
"ALTMAN B","2","2","0.154","27","2","2012"
"AMUNDSON CL","2","2","0.182","81","2","2014"
"ANDREWS LS","2","2","0.143","110","2","2011"
"ANDRIANJAKARIVELO V","2","2","0.250","30","2","2017"
"ANTHONY RG","2","2","0.143","110","2","2011"
"ARNETT EB","2","2","0.154","27","2","2012"
"ARROYO B","2","2","0.500","15","2","2021"
"ASAD S","2","2","0.500","8","2","2021"
"BALANGTAA C","2","2","0.143","143","2","2011"
"BALME GA","2","2","0.182","31","2","2014"
"BARATA IM","2","3","0.250","13","3","2017"
"BARICHIVICH WJ","2","2","0.182","42","2","2014"
"BARRETT K","2","2","0.200","27","2","2015"
"BAUMANN M","2","2","0.333","39","2","2019"
"BAUMGARDT JA","2","2","0.182","9","2","2014"
"BAYLY NJ","2","2","0.667","12","2","2022"
"BEAUDROT L","2","2","0.400","30","2","2020"
"BEDWARD M","2","2","0.400","9","2","2020"
"BEISSINGER SR","2","2","0.286","16","2","2018"
"BERGALLO HG","2","3","0.286","31","3","2018"
"BERGAMINI A","2","2","0.500","7","2","2021"
"BERNARD H","2","2","0.200","163","2","2015"
"BESNARD A","2","2","0.154","41","2","2012"
"BETTOLI PW","2","2","0.200","17","2","2015"
"BISCHOF R","2","2","0.182","72","2","2014"
"BISHOP AA","2","2","0.182","14","2","2014"
"BISI F","2","2","0.500","9","2","2021"
"BLEISCH WV","2","2","0.286","21","2","2018"
"BLOMBERG EJ","2","3","0.400","10","3","2020"
"BRADSTOCK RA","2","2","0.400","9","2","2020"
"BRANDT LA","2","3","0.154","22","3","2012"
"BREHME CS","2","2","0.154","85","2","2012"
"BRODIE JF","2","3","0.167","139","3","2013"
"BROWN ME","2","2","0.182","42","2","2014"
"BUEHLER DA","2","2","0.222","35","2","2016"
"BURTON AC","2","2","0.143","143","2","2011"
"BÖTSCH Y","2","2","0.286","44","2","2018"
"CABODEVILLA X","2","2","0.500","15","2","2021"
"CALLAS RL","2","2","0.200","105","2","2015"
"CAMINO M","2","2","0.333","39","2","2019"
"CAMPBELL TA","2","2","0.333","22","2","2019"
"CARROLL JP","2","2","0.182","36","2","2014"
"CARTER N","2","2","0.333","24","2","2019"
"CEPEK JD","2","2","0.333","44","2","2019"
"CHERKISS MS","2","2","0.154","21","2","2012"
"CHIARELLO AG","2","2","0.250","42","2","2017"
"COATES PS","2","2","0.286","50","2","2018"
"CODA JA","2","2","0.333","4","2","2019"
"CONROY MJ","2","2","0.200","30","2","2015"
"CONTRERAS F","2","2","0.333","4","2","2019"
"CONWAY CJ","2","3","0.333","45","3","2019"
"CONZE KJ","2","2","0.333","86","2","2019"
"COOPER RJ","2","2","0.133","112","2","2010"
"CORRALES-GUTIÉRREZ D","2","2","0.286","42","2","2018"
"COVE MV","2","2","0.667","5","2","2022"
"CRAWFORD JA","2","2","0.167","46","2","2013"
"CREMONESI G","2","2","0.500","9","2","2021"
"CUSHMAN SA","2","2","0.500","25","2","2021"
"DAIL D","2","2","0.143","273","2","2011"
"DAVIES HF","2","2","0.250","56","2","2017"
"DAVIS CL","2","2","0.250","115","2","2017"
"DE PINHO FF","2","2","0.250","33","2","2017"
"DE VALPINE P","2","2","0.286","19","2","2018"
"DELLE MONACHE D","2","2","0.400","24","2","2020"
"DENNIS PM","2","2","0.333","44","2","2019"
"DICKMAN AJ","2","2","0.250","53","2","2017"
"DICKSON BG","2","2","0.200","110","2","2015"
"DORAZIO RM","2","2","0.125","204","2","2009"
"DRAKE D","2","2","0.500","50","2","2021"
"DUARTE A","2","3","0.333","19","3","2019"
"EDWARDS DP","2","2","0.200","54","2","2015"
"ELLIOT NB","2","2","0.400","13","2","2020"
"FALASCHI M","2","5","0.400","27","5","2020"
"FARR MT","2","3","0.333","32","3","2019"
"FAULKNER SP","2","2","0.167","23","2","2013"
"FERREGUETTI AC","2","4","0.286","40","4","2018"
"FERREIRA GB","2","2","0.250","33","2","2017"
"FERRERAS P","2","2","0.400","56","2","2020"
"FIRTH RSC","2","2","0.250","56","2","2017"
"FISHER RN","2","2","0.154","85","2","2012"
"FISHER S","2","2","0.286","32","2","2018"
"FONTAINE JJ","2","2","0.182","14","2","2014"
"FORRESTER T","2","2","0.333","66","2","2019"
"FORRESTER TD","2","2","0.222","153","2","2016"
"FORSYTH DM","2","3","0.286","28","3","2018"
"FOURNIER V","2","2","0.400","29","2","2020"
"FRANKLIN MJM","2","2","0.400","9","2","2020"
"FYUMAGWA R","2","2","0.222","26","2","2016"
"GAFFI L","2","2","0.500","9","2","2021"
"GAGLIARDI A","2","2","0.500","9","2","2021"
"GANN SL","2","2","0.182","15","2","2014"
"GE JP","2","2","0.333","38","2","2019"
"GEYLE HM","2","2","0.250","56","2","2017"
"GILBERT AT","2","2","0.105","422","2","2006"
"GILROY JJ","2","2","0.200","54","2","2015"
"GOLDBERG CS","2","2","0.400","20","2","2020"
"GOLDSTEIN BR","2","2","0.667","18","2","2022"
"GOMEZ MD","2","4","0.286","30","4","2018"
"GOPALASWAMY AM","2","2","0.154","42","2","2012"
"GOVINDAN BN","2","2","0.154","23","2","2012"
"GRAVES TA","2","2","0.154","34","2","2012"
"GUHARAJAN R","2","3","0.500","12","3","2021"
"GÁLVEZ N","2","2","0.167","64","2","2013"
"GÓMEZ-VALENCIA B","2","2","0.333","39","2","2019"
"HAMER AJ","2","4","0.500","21","4","2021"
"HANDEL CM","2","2","0.182","81","2","2014"
"HAUGAASEN T","2","3","0.200","60","3","2015"
"HEBBLEWHITE M","2","2","0.200","119","2","2015"
"HENSCHEL P","2","2","0.400","21","2","2020"
"HILEMAN ET","2","2","0.286","35","2","2018"
"HILL JM","2","2","0.182","17","2","2014"
"HOCHACHKA WM","2","2","0.143","101","2","2011"
"HOCTOR T","2","2","0.500","6","2","2021"
"HOFMEESTER TR","2","2","0.400","29","2","2020"
"HOLLAND AM","2","2","0.333","9","2","2019"
"HOLLOWAY-ADKINS KG","2","2","0.182","15","2","2014"
"HOWELL CA","2","2","0.222","55","2","2016"
"HULSE D","2","2","0.500","6","2","2021"
"HUNTER L","2","2","0.333","44","2","2019"
"IMS RA","2","2","0.167","20","2","2013"
"IOSIF R","2","3","0.250","22","3","2017"
"JACHOWSKI DS","2","2","0.333","10","2","2019"
"JACKSON CR","2","2","0.286","26","2","2018"
"JANSEN PA","2","2","0.400","15","2","2020"
"JENNI L","2","2","0.286","44","2","2018"
"JIMÉNEZ J","2","3","0.222","20","3","2016"
"JOHNSINGH AJT","2","2","0.143","52","2","2011"
"JOHNSON DS","2","2","0.143","27","2","2011"
"JOHNSON M","2","2","0.333","20","2","2019"
"JOSHI AA","2","2","0.182","38","2","2014"
"KALIES EL","2","2","0.167","134","2","2013"
"KANNO Y","2","2","0.182","106","2","2014"
"KASZTA Z","2","2","0.500","25","2","2021"
"KAY CAM","2","2","0.500","67","2","2021"
"KING DI","2","2","0.143","175","2","2011"
"KISSING J","2","3","0.286","14","3","2018"
"KLEIN R","2","3","0.286","40","3","2018"
"KNUTSON MG","2","2","0.091","1253","2","2003"
"KUMAR NS","2","2","0.154","82","2","2012"
"LAGAN P","2","2","0.500","12","2","2021"
"LAMICHHANE BR","2","3","0.333","28","3","2019"
"LARKIN JL","2","2","0.250","11","2","2017"
"LEASURE DR","2","2","0.250","18","2","2017"
"LEGARE SA","2","2","0.182","15","2","2014"
"LETCHER BH","2","2","0.182","106","2","2014"
"LEU M","2","2","0.250","12","2","2017"
"LEÓN-ORTEGA M","2","2","0.250","26","2","2017"
"LI XY","2","2","0.286","21","2","2018"
"LINDENMAYER DB","2","2","0.200","44","2","2015"
"LINK WA","2","2","0.087","93","2","2002"
"LITT AR","2","2","0.400","21","2","2020"
"LO PARRINO E","2","3","0.286","71","3","2018"
"LOFFLAND HL","2","2","0.333","36","2","2019"
"LOMBARDI JV","2","2","0.250","59","2","2017"
"LONG RA","2","2","0.125","33","2","2009"
"LORCH PD","2","2","0.333","44","2","2019"
"LOUVRIER J","2","2","0.286","32","2","2018"
"LYET A","2","2","0.222","19","2","2016"
"MACDOUGALL B","2","2","0.500","67","2","2021"
"MADSEN EK","2","2","0.400","18","2","2020"
"MADSEN L","2","2","0.143","273","2","2011"
"MANLEY PN","2","2","0.167","48","2","2013"
"MARBOUTIN E","2","2","0.182","51","2","2014"
"MARTIN JA","2","2","0.250","58","2","2017"
"MARTINOLI A","2","2","0.500","9","2","2021"
"MASOZERA MK","2","2","0.333","32","2","2019"
"MAZZOTTI FJ","2","3","0.154","22","3","2012"
"MCCAFFERY R","2","2","0.222","38","2","2016"
"MCGRANN MC","2","2","0.222","35","2","2016"
"MCNUTT JW","2","2","0.222","109","2","2016"
"MEYER NFV","2","2","0.400","30","2","2020"
"MICHEL NL","2","2","0.286","12","2","2018"
"MIQUEL C","2","2","0.286","43","2","2018"
"MISHRA C","2","2","0.500","10","2","2021"
"MOHAMED A","2","2","0.286","8","2","2018"
"MONADJEM A","2","2","0.333","24","2","2019"
"MONROE AP","2","2","0.286","24","2","2018"
"MONTERROSO P","2","2","0.400","56","2","2020"
"MOORE JF","2","2","0.333","32","2","2019"
"MORENO R","2","2","0.400","30","2","2020"
"MOSHER BA","2","2","0.286","26","2","2018"
"MULINDAHABI F","2","2","0.333","32","2","2019"
"MURARO M","2","3","0.286","71","3","2018"
"MURPHY BP","2","2","0.250","56","2","2017"
"MWAMPETA SB","2","2","0.222","26","2","2016"
"NEWBOLD T","2","2","0.400","336","2","2020"
"NICHOLSON E","2","3","0.250","57","3","2017"
"NIEDBALLA J","2","2","0.286","8","2","2018"
"NOWAK JJ","2","2","0.222","31","2","2016"
"O'BRYAN CJ","2","2","0.182","24","2","2014"
"O'CONNELL AF","2","2","0.105","422","2","2006"
"O'DONNELL KM","2","2","0.182","84","2","2014"
"O'NEIL ST","2","2","0.286","56","2","2018"
"O'RIAIN MJ","2","3","0.250","41","3","2017"
"OBER HK","2","2","0.250","17","2","2017"
"ODDY DM","2","2","0.182","15","2","2014"
"OLDEN JD","2","2","0.167","38","2","2013"
"OLIVA-PATERNA FJ","2","2","0.500","15","2","2021"
"OLIVEIRA MJR","2","2","0.250","33","2","2017"
"ORMSBEE PC","2","2","0.200","75","2","2015"
"PACIFICI K","2","3","0.222","12","3","2016"
"PAULI JN","2","2","0.400","5","2","2020"
"PEERY MZ","2","2","0.400","14","2","2020"
"PEJCHAR L","2","2","0.182","44","2","2014"
"PELLET J","2","3","0.100","206","3","2005"
"PENDERGAST ME","2","2","0.500","26","2","2021"
"PEREIRA-RIBEIRO J","2","3","0.286","31","3","2018"
"PETROELJE TR","2","2","0.200","8","2","2015"
"PORTER WF","2","2","0.286","6","3","2018"
"POTOKA KM","2","2","0.200","17","2","2015"
"POWNEY GD","2","2","0.286","398","2","2018"
"PREATONI DG","2","2","0.500","9","2","2021"
"PRIOTTO JW","2","3","0.333","21","3","2019"
"RAGHUNATH R","2","2","0.143","52","2","2011"
"RAMSEY DSL","2","3","0.286","28","3","2018"
"RAMÍREZ-CRUZ GA","2","2","0.333","10","2","2019"
"RATELOLAHY F","2","2","0.182","52","2","2014"
"REICHERT BE","2","2","0.250","38","2","2017"
"RENDALL AR","2","2","0.400","11","2","2020"
"REYNA-HURTADO R","2","2","0.400","30","2","2020"
"RITCHIE EG","2","2","0.333","18","2","2019"
"ROBINSON SK","2","2","0.286","38","2","2018"
"ROBISON T","2","2","0.333","44","2","2019"
"ROCHA CFD","2","4","0.286","31","4","2018"
"ROMANO A","2","2","0.400","15","2","2020"
"ROTELLA JJ","2","2","0.333","11","2","2019"
"ROTENBERRY JT","2","2","0.154","16","2","2012"
"ROWCLIFFE JM","2","2","0.250","105","2","2017"
"ROWCLIFFE M","2","2","0.400","45","2","2020"
"RÖDEL MO","2","2","0.500","8","2","2021"
"SAAB VA","2","2","0.222","22","2","2016"
"SALOM-PÉREZ R","2","2","0.286","42","2","2018"
"SAM MK","2","2","0.143","143","2","2011"
"SANDER HA","2","2","0.500","67","2","2021"
"SANTOS-REIS M","2","3","0.143","71","3","2011"
"SAVINI T","2","2","0.400","18","2","2020"
"SAWYER SC","2","2","0.286","41","2","2018"
"SCHAUB M","2","2","0.286","10","2","2018"
"SCHELL CJ","2","2","0.500","67","2","2021"
"SCHERER RD","2","2","0.250","12","2","2017"
"SCHMERA D","2","2","0.500","17","2","2021"
"SCHUTTLER SG","2","2","0.333","56","2","2019"
"SEGLUND AE","2","2","0.286","22","2","2018"
"SENZAKI M","2","2","0.200","28","2","2015"
"SERAFINI VN","2","3","0.333","21","3","2019"
"SIGAFUS BH","2","2","0.200","94","2","2015"
"SIKUI J","2","2","0.500","8","2","2021"
"SLOTOW R","2","2","0.333","44","2","2019"
"SMITH JLD","2","2","0.333","38","2","2019"
"SNYMAN A","2","2","0.250","20","2","2017"
"SOVIE AR","2","2","0.250","36","2","2017"
"SRIVATHSA A","2","2","0.200","66","2","2015"
"STANKOWICH T","2","2","0.500","67","2","2021"
"STEVENS BS","2","4","0.333","47","4","2019"
"STILLMAN AN","2","2","0.286","41","2","2018"
"SURYAWANSHI KR","2","2","0.500","9","2","2021"
"TALANCY NW","2","2","0.105","422","2","2006"
"TELLA JL","2","2","0.200","24","2","2015"
"THAPA K","2","3","0.250","91","3","2017"
"THOGMARTIN WE","2","2","0.111","69","2","2007"
"THORNTON JE","2","2","0.182","24","2","2014"
"THORSON JT","2","2","0.182","102","2","2014"
"TOBLER MW","2","2","0.200","128","2","2015"
"TYRE AJ","2","2","0.091","557","2","2003"
"VALENTE JJ","2","2","0.333","35","2","2019"
"VAN DER WEYDE LK","2","3","0.286","40","3","2018"
"VU TT","2","2","0.333","20","2","2019"
"WAGNER T","2","2","0.182","16","2","2014"
"WANG TM","2","2","0.333","38","2","2019"
"WAUTERS LA","2","2","0.500","9","2","2021"
"WECKERLY FW","2","3","0.111","33","3","2007"
"WEGAN MT","2","2","0.125","181","2","2009"
"WEISS SK","2","2","0.182","15","2","2014"
"WENGER SJ","2","2","0.286","18","2","2018"
"WHITE AM","2","2","0.167","48","2","2013"
"WHITTINGTON J","2","2","0.250","100","2","2017"
"WOINARSKI JCZ","2","2","0.250","56","2","2017"
"WONG ST","2","2","0.286","8","3","2018"
"WOODCOCK BA","2","2","0.222","661","2","2016"
"WRIGHT AD","2","2","0.500","15","2","2021"
"WRIGHT WJ","2","2","0.400","21","2","2020"
"YABUHARA Y","2","2","0.200","28","2","2015"
"YOCCOZ NG","2","2","0.167","100","2","2013"
"ZAW T","2","2","0.500","9","2","2021"
"ZELLMER AJ","2","2","0.500","67","2","2021"
"ZUCKERBERG B","2","3","0.143","101","3","2011"
"ABELLÁN P","1","1","0.333","2","1","2022"
"ABIDIN TR","1","1","0.333","4","1","2022"
"ABU BAKAR MS","1","1","0.333","4","1","2022"
"ACEVEDO P","1","1","0.333","7","1","2022"
"ACHARYA BP","1","1","0.333","1","1","2022"
"ADALSTEINSSON SA","1","1","0.250","23","1","2021"
"ADAMS AAY","1","1","0.200","2","1","2020"
"ADAMS LG","1","1","0.100","24","1","2015"
"ADAMS MJ","1","2","0.167","16","2","2019"
"ADAMS T","1","1","0.333","7","1","2022"
"ADDISON L","1","1","0.100","10","1","2015"
"AGUZZI S","1","1","0.250","1","1","2021"
"AHMAD T","1","1","0.200","8","1","2020"
"AHMED MF","1","1","0.250","10","1","2021"
"AKAMPURIRA E","1","1","0.333","2","1","2022"
"AKASAKA T","1","1","0.111","3","1","2016"
"AKKAWI P","1","1","0.200","13","1","2020"
"AKRE TA","1","1","0.167","3","1","2019"
"AKRIM F","1","1","0.200","8","1","2020"
"ALAKOSKI R","1","1","0.125","18","1","2017"
"ALANIZ AJ","1","1","0.250","2","1","2021"
"ALCOVERRO T","1","1","0.083","22","1","2013"
"ALDRIDGE CL","1","1","0.167","15","1","2019"
"ALEXANDER BW","1","1","0.091","10","1","2014"
"ALEXSANDER JS","1","1","0.250","5","1","2021"
"ALI H","1","1","0.091","70","1","2014"
"ALI MW","1","1","0.200","8","1","2020"
"ALLENDER MC","1","1","0.143","33","1","2018"
"ALMBERG ES","1","1","0.200","16","1","2020"
"ALVAREZ-LOAYZA P","1","1","0.333","1","1","2022"
"ALVES F","1","1","0.167","1","1","2019"
"ALVES PC","1","1","0.200","51","1","2020"
"AMAN J","1","1","0.333","1","1","2022"
"AMAYA M","1","1","0.250","44","1","2021"
"AMBU L","1","1","0.100","104","1","2015"
"AMBURGEY SM","1","1","0.250","12","1","2021"
"AMELON SK","1","1","0.143","1","1","2018"
"AMGALANBAATAR S","1","1","0.125","7","1","2017"
"AMIR Z","1","1","0.333","3","1","2022"
"AMRHEIN V","1","1","0.067","13","1","2010"
"AMUNDSON C","1","1","0.111","17","1","2016"
"ANADÓN JD","1","1","0.333","2","1","2022"
"ANDERSEN AN","1","1","0.125","47","1","2017"
"ANDERSEN DE","1","1","0.056","15","1","2007"
"ANDERSEN EM","1","1","0.167","23","1","2019"
"ANDERSON J","1","1","0.100","104","1","2015"
"ANDERSON TL","1","1","0.091","31","1","2014"
"ANDRADE-PONCE GP","1","1","0.333","1","1","2022"
"ANDREONE F","1","1","0.143","62","1","2018"
"ANDRES BA","1","1","0.077","13","1","2012"
"ANDRETTI CB","1","1","0.083","13","1","2013"
"ANDRÉN H","1","1","0.250","13","1","2021"
"ANGSTMANN JL","1","1","0.250","44","1","2021"
"ANH NQH","1","1","0.200","4","1","2020"
"ANNAND EM","1","1","0.059","270","1","2008"
"ANTHONYSAMY WJB","1","1","0.250","23","1","2021"
"ANTONGIOVANNI M","1","1","0.143","15","1","2018"
"APPLEGATE RD","1","1","0.111","22","1","2016"
"APTE D","1","1","0.200","4","1","2020"
"AQUINO J","1","1","0.333","1","1","2022"
"ARAGÓN S","1","1","0.167","15","1","2019"
"ARASUMANI M","1","1","0.200","5","1","2020"
"ARAYA-GAMBOA D","1","1","0.250","7","1","2021"
"ARES-PEREIRA G","1","1","0.333","4","1","2022"
"ARIAS LNC","1","1","0.333","4","1","2022"
"ARIEFIANDY A","1","1","0.083","29","1","2013"
"ARMENTERAS D","1","1","0.250","8","1","2021"
"ARTHUR R","1","1","0.083","22","1","2013"
"ARYAL A","1","1","0.125","24","1","2017"
"ASBECK T","1","1","0.250","6","1","2021"
"ASCENSAO F","1","1","0.071","57","1","2011"
"ASHE E","1","1","0.143","17","1","2018"
"ASTARAS C","1","1","0.333","10","1","2022"
"ATHREYA V","1","1","0.100","42","1","2015"
"AUGUGLIARO C","1","1","0.333","7","1","2022"
"AUNG Z","1","1","0.250","7","1","2021"
"AUTHIER M","1","1","0.333","1","1","2022"
"AWAN MN","1","1","0.200","8","1","2020"
"AYALA G","1","1","0.200","1","1","2020"
"AYLESWORTH L","1","1","0.125","6","1","2017"
"AZIZ R","1","1","0.200","8","1","2020"
"BAGNALL KE","1","1","0.167","3","1","2019"
"BAILEY AM","1","1","0.125","13","1","2017"
"BAJARU S","1","1","0.200","4","1","2020"
"BAJARU SB","1","1","0.167","4","1","2019"
"BAKER CCM","1","1","0.333","6","1","2022"
"BAKER-WHATTON MC","1","1","0.167","51","1","2019"
"BAL G","1","1","0.333","4","1","2022"
"BALAGUERA-REINA SA","1","1","0.250","1","1","2021"
"BALCHIN GP","1","1","0.333","4","1","2022"
"BALDWIN J","1","1","0.100","13","1","2015"
"BALKENHOL N","1","1","0.200","17","1","2020"
"BALL-DAMEROW JE","1","1","0.125","14","1","2017"
"BANCILA RI","1","1","0.125","7","1","2017"
"BANI L","1","1","0.250","1","1","2021"
"BANNER KM","1","1","0.167","47","1","2019"
"BAR DAVID S","1","1","0.200","3","1","2020"
"BARAO-NÓBREGA JAL","1","1","0.333","4","1","2022"
"BARIK S","1","1","0.333","1","1","2022"
"BARNAS GR","1","1","0.200","13","1","2020"
"BARNETT J","1","1","0.167","47","1","2019"
"BARNHART PD","1","1","0.200","2","1","2020"
"BARNICK KA","1","1","0.333","3","1","2022"
"BARRETO E","1","1","0.250","14","1","2021"
"BARROS Y","1","1","0.333","1","1","2022"
"BARROWS C","1","1","0.077","2","1","2012"
"BARTA B","1","1","0.250","11","1","2021"
"BARTON CD","1","1","0.200","9","1","2020"
"BARTOSZEK IA","1","1","0.091","12","1","2014"
"BARTZ KK","1","1","0.143","4","1","2018"
"BARZAGHI B","1","2","0.143","63","2","2018"
"BASHYAL A","1","1","0.333","2","1","2022"
"BASILE M","1","1","0.250","6","1","2021"
"BATA MN","1","1","0.200","18","1","2020"
"BAUDER JM","1","1","0.125","16","1","2017"
"BAUER D","1","1","0.333","7","1","2022"
"BAUMANN K","1","1","0.250","29","1","2021"
"BEASLEY EM","1","1","0.167","3","1","2019"
"BEDOYA-DURÁN MJ","1","1","0.250","3","1","2021"
"BEDRIÑANA-ROMANO L","1","1","0.143","17","1","2018"
